,authorMeta/fans,authorMeta/following,authorMeta/verified,authorMeta/video,commentCount,createTimeISO,diggCount,playCount,shareCount,text,videoMeta/duration,sentiment,we_count,them_count
253,114800,84,False,402,42500,2021-05-19T12:24:42.000Z,5500000,25600000,97500,Why did this just bird square up on me.. #MakeMomEpic #fyp #IFeelWeightless #foryou #like #follow #viral #bird #sunconure #fight,10,"{'label': 'negative', 'score': 0.7268499135971069}",1,0
254,826300,459,False,684,47100,2020-11-10T17:53:29.000Z,5500000,31000000,206700,"My two stallions always make me laugh, though I had a little heart attack here  #JDWonderland #fyp #follow #equestrian #fail",10,"{'label': 'positive', 'score': 0.9189613461494446}",0,0
255,945600,27,False,65,44700,2022-05-07T22:14:32.000Z,5500000,20200000,35900,mums don’t get enough credit </3 #animator #animation #sad #viral #vent #relatable #foryoupage #follow #procreate #stickmanclive #binge #deppresiøn #tiktok #fypシ゚viral #ily #mum,14,"{'label': 'negative', 'score': 0.6203809976577759}",0,0
256,565100,9,False,29,10100,2022-04-12T21:19:11.000Z,5100000,49800000,17500,SAD #cartoonbox #foryou #follow #sad #fyp,33,"{'label': 'negative', 'score': 0.9298260807991028}",0,0
257,689600,294,False,124,35800,2021-01-26T03:21:49.000Z,5100000,37200000,43200,I love cruising  stay tuned for a giveaway on my ig and sub to my YouTube in bio #fyp #foryou #cruisewithme #carsoftiktok #follow,15,"{'label': 'positive', 'score': 0.978329598903656}",0,0
258,43000,22,False,6,81500,2021-06-14T00:34:55.000Z,5000000,20300000,152100,it’s my fish #foryou #fyp #cutecatvideos #russianbluecross #13weeksold #foryoupage #cattok #getmefamous #featuremе #follow #cats,7,"{'label': 'positive', 'score': 0.49538207054138184}",3,0
259,55900,242,False,7,170500,2021-01-30T03:24:21.000Z,5000000,19700000,250400,I DONT CARE #biden2020 #liberal #fyp #politics #prochoice #tiktok #spirituality #2020 #biden #christian #love #conservative #follow #trump #trump2020,51,"{'label': 'negative', 'score': 0.4648536741733551}",0,0
260,4100000,203,False,1705,83000,2021-09-18T22:57:55.000Z,8400000,54700000,199300,This is the first running/screaming video that inspired all my others  Follow for more  #yeahthatgreenville #greenvillesc #greenville #parkour #perfectlycutscreams #scream #yell #yelling #falling #run #running #funny #meme #memes #viral #trending #TeamUSATryout #IDeserveTuitionContest #ZFlipClackdown #lol #memesdaily #tiktok,8,"{'label': 'positive', 'score': 0.9115903973579407}",1,0
261,260000,4232,False,171,70000,2021-02-22T00:37:25.000Z,3500000,18100000,209700,#dankmemes #memesdaily #dank #memez #memesdaily #memez #dank #memesdaily #memestagram #memes,8,"{'label': 'neutral', 'score': 0.7836558222770691}",0,0
262,36800,23,False,44,51600,2022-04-07T22:22:08.000Z,3200000,18400000,57800,#tiktokpoll #f #fyp #foryou #foryoupage #fypシ #fy #funny #fypage #lol #laugh #lmao #lmaoo #lmfaoo #lmfaooo #dog #crazy #why #speakingcursive #whatthedogdoin #meme #memestiktok #tiktok #memes #memegod #memesdaily #memesbr #bruhmoment #bruh #bruhh #bruhhh #bruhgang @namecalledcharlez,58,"{'label': 'neutral', 'score': 0.5006620287895203}",0,0
263,2200000,415,False,338,19900,2022-01-15T19:44:46.000Z,2800000,14500000,64000,#meme #Memes #memestagram #memesdaily #memeitalia #gtadrawing #sanandreasarts,15,"{'label': 'neutral', 'score': 0.8252156972885132}",0,0
264,16600000,220,True,256,8256,2022-06-06T22:58:23.000Z,2600000,14500000,2071,I was class of 2016 and I already had 6M followers on IG back then. but you guys think I blew up on tiktok lol I’m an OG  #school #memesdaily,30,"{'label': 'positive', 'score': 0.6793189644813538}",1,0
265,64800,8,False,49,19600,2022-04-28T17:53:57.000Z,2400000,21600000,66600,hell nah#breakupmeme #breakupmemes #couplefightsbelike #insecuregirls #girlsmemes #meme #memestiktok #memegod #memesdaily #meme #foryoupage #fyp,15,"{'label': 'negative', 'score': 0.6122646927833557}",0,0
266,519300,13,False,97,5671,2021-09-06T14:27:28.000Z,2100000,16800000,14500,Showing you original memes part 11#memes #memesdaily #funnymemes #fyp #foryou #foryoupage,12,"{'label': 'positive', 'score': 0.606650710105896}",0,0
267,1300000,35,False,142,18700,2022-04-20T07:07:16.000Z,2000000,16000000,79300,Come guys follow my twitter for surprise..#sansss65 #animation #memesdaily #funny #model #nft  #fyp,119,"{'label': 'positive', 'score': 0.8385462760925293}",0,0
268,519300,13,False,97,3419,2021-09-22T11:46:44.000Z,1900000,10900000,10600,Showing you original memes part 27#memes #meme #memesdaily #fyp #foryou #tiktok #foryoupage,11,"{'label': 'neutral', 'score': 0.7065145969390869}",0,0
269,293900,5,False,1182,4000,2021-06-17T20:48:41.000Z,1900000,14000000,2685,#foryou #funny #memes #memegod #mememe #memehub #memesdaily #memez #boyfriend #girlfriend #humor #funnyvideos          vc to 9 g a g,14,"{'label': 'positive', 'score': 0.6412569284439087}",0,0
270,3500000,1,False,119,5002,2021-05-17T11:27:18.000Z,1600000,15800000,5235,#risa #humor #memes #españa #meme #comedia #risas #funny #lol #funnymemes #memesespañol #gracioso #memesdaily #jajaja #chiste #lmao #wtf #dankmemes,33,"{'label': 'positive', 'score': 0.6678441166877747}",0,0
271,76400,1706,False,4,16400,2020-12-19T14:14:52.000Z,1500000,15100000,91200,omg#smile #meme #memesdaily #funny #funnyvideos #video #italia #usa,11,"{'label': 'positive', 'score': 0.9580905437469482}",1,0
272,1300000,4664,False,2251,4530,2021-02-15T21:23:19.000Z,1400000,6100000,12700,#funnyaf #blindreaction #humour #oof #memesdaily #reactionvids,45,"{'label': 'neutral', 'score': 0.6980329751968384}",1,0
273,272000,183,False,558,15000,2022-03-22T18:06:06.000Z,1300000,11000000,44300,#fyp #memes #memestiktok #memehub #memesdaily #fypシ #viral I don’t know what to post anymore please give me ideas,8,"{'label': 'negative', 'score': 0.6032556295394897}",0,0
274,178700,157,False,950,31200,2022-04-08T09:34:46.000Z,1300000,11800000,147900,#goviralgo #goviral #fyfyfyfyfyfy #memeshub #memeshub #memesdaily #foryou #meme #memer #,5,"{'label': 'neutral', 'score': 0.7785623669624329}",0,0
275,1600000,85,False,1068,39400,2020-07-18T12:31:26.000Z,1200000,4400000,120500,Tag your bestfriend  part 3 #relatablememes #relatable #memesdaily #tiktok #school,19,"{'label': 'neutral', 'score': 0.7444754838943481}",1,0
276,16600,1,False,48,11800,2022-04-03T19:59:54.000Z,1100000,13500000,91200,Lol  #meme #memes #memestiktok #memesdaily #dailymemes #memes #relatablememes #memegod #memez #memezar #relatablememer #explorememe #worldmemetiktok #lol #relatable #fyp #viral,6,"{'label': 'positive', 'score': 0.5392549633979797}",0,0
277,103700,633,False,18,3239,2021-12-28T16:01:28.000Z,1100000,9700000,32700,#followformorevideo #follow #fyp #fypシ #laugh #humor #memesdaily #parati #crazy #risas #dankmemes #riete #parareir,90,"{'label': 'neutral', 'score': 0.6493463516235352}",0,0
278,319100,82,False,46,2234,2022-03-10T15:30:57.000Z,977600,5500000,5643,@pain_hub2546 #memes #memesdaily #funnymemes #meme #LinkBudsNeverOff,12,"{'label': 'positive', 'score': 0.7829149961471558}",0,0
279,41400,1747,False,568,2533,2022-01-26T20:22:36.000Z,959100,3900000,13000,#greenscreen #memes #meme #memehub #memesdaily #memesontiktok #tiktokmemes #comedy #funny #lol #humor #viral #hilarious #fyp #fypシ #foryou #foryoupage #oklahoma #oklahomadepartmentofwildlife #mountainlion #kitty,41,"{'label': 'positive', 'score': 0.7871981859207153}",1,0
280,683700,157,False,76,234300,2021-03-27T01:09:39.000Z,16300000,71000000,616500,#stitch with @nikhagen hate my life  #stitch #fatherandson #comment #share #like #fyp,9,"{'label': 'negative', 'score': 0.924505889415741}",0,0
281,52100000,0,True,58,523700,2022-04-06T02:49:43.000Z,14300000,81600000,684200,️   아미가 #좋아요 See you soon #Like by #BTS #방탄소년단 #jhope #Jimin #SUGA,12,"{'label': 'neutral', 'score': 0.5447312593460083}",0,0
282,3500000,417,False,702,164600,2021-07-06T02:36:20.000Z,11700000,120500000,398200,Check out this detail second one of the day #detailing #fyp #like #share #comment #follow #viral,167,"{'label': 'neutral', 'score': 0.6652611494064331}",0,0
283,376600,593,False,806,9326,2020-12-01T13:08:00.000Z,8700000,14000000,2188,Raga ma sono impossibili ‍♂️ #perte #screen #trend #fyp #viral #neiperte #tiktok #foryou #like #follow #crazy,9,"{'label': 'neutral', 'score': 0.8647890686988831}",0,0
284,286100,0,False,5,86300,2021-07-25T02:45:07.000Z,8200000,44200000,95300,#tiktok #instagram #love #like #viral #follow #memes #explorepage #instagood #likeforlikes,13,"{'label': 'positive', 'score': 0.6237580180168152}",0,0
285,362200,1040,False,314,59700,2020-04-18T16:35:27.000Z,7700000,69900000,376700,#filmireel #like #tiktokindia_ My lado.. cute.... nephew,11,"{'label': 'positive', 'score': 0.9162302017211914}",0,0
286,1200000,0,False,27,108700,2021-06-06T11:17:46.000Z,7700000,105900000,481700,Thanks grandma  #funny #tizilwa #mauritius #viral #humor #fyp #trending #foryou #tiktok #foryoupage #comedy #xyzbca #mru #like #fypシ #treasure #fy,56,"{'label': 'positive', 'score': 0.8943828344345093}",1,0
287,2100000,116,False,446,61000,2021-05-03T02:18:01.000Z,7700000,144100000,721700,IM DEAD IM NO LONGER LIVING SHE KILLED ME ‼️FOLLOW MY IG:@relaxedbryan #viral#mexicanmom#foryoupage#funny#pendejo#crazy#fyp#like#follow,8,"{'label': 'negative', 'score': 0.47499459981918335}",0,0
288,810700,68,False,90,214400,2021-01-31T16:46:05.000Z,7400000,26500000,127700,✨makeup inspired by emojis✨ #fyp #foryoupage #like #follow #nan #makeup #emojis,44,"{'label': 'positive', 'score': 0.6874397993087769}",0,0
289,223200,36,False,13,213900,2021-03-13T21:13:37.000Z,7300000,25300000,245000,Hehe#fyp#blowthisup#like#foryoupage,15,"{'label': 'neutral', 'score': 0.5725364685058594}",0,0
290,1700000,4509,False,272,81600,2021-05-31T15:03:00.000Z,6500000,27300000,176300,Give Thanks In All That You Do #speakingfromtheheartbfletcher #follow #comment #share #viral #fyp #like,8,"{'label': 'positive', 'score': 0.8831124901771545}",0,0
291,219800,4,False,36,23800,2020-04-01T03:31:32.000Z,6500000,64000000,152300,tujh se Naina Mila ke awesome hone Lage#like #plzlike,8,"{'label': 'positive', 'score': 0.8044878244400024}",1,0
292,337900,2859,False,73,20900,2022-02-05T17:47:56.000Z,6200000,43500000,52900,#hiphop  #like  #dance #interview  #hiphopdance #battle #dancebattle  #breakdance #curte #fypシ #vaiprofycaramba #fypage,29,"{'label': 'neutral', 'score': 0.8321378827095032}",0,0
293,365300,104,False,467,139500,2020-12-04T21:01:04.000Z,6000000,33300000,468900,I wasn’t going anywhere  #fyp #foryoupage #relateable #viral #like #share #funny #dgthekiwi #follow,29,"{'label': 'positive', 'score': 0.6988187432289124}",0,0
294,1200000,27,False,215,29600,2022-02-22T02:54:16.000Z,5800000,42800000,35700,HAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAH#mobilecinematography #tiktok #like #ph #trend #rawrboi,6,"{'label': 'neutral', 'score': 0.6400968432426453}",0,0
295,9100000,4163,False,958,24800,2020-12-28T02:18:41.000Z,5700000,31800000,283200,Shot roulette  #like #follow #fyp #shots,46,"{'label': 'neutral', 'score': 0.8953739404678345}",0,0
296,161800,462,False,15,21000,2020-05-24T21:45:46.000Z,5700000,30200000,84400,Send a dirty text to your boyfriend around a bunch of people #fyp #foryou #foryoupage #like #follow #trendingsong #tiktok #sendthistosomeone,23,"{'label': 'neutral', 'score': 0.5204861164093018}",1,0
297,249400,24,False,217,49800,2021-02-11T07:54:44.000Z,5700000,22900000,252600,#fyp #foryoupage #foryou #chunkz #yungfilly #betasquad #youtube #viral #trending #like #comment #share #manlikefatz1,59,"{'label': 'neutral', 'score': 0.8228873014450073}",0,0
298,114800,84,False,402,42500,2021-05-19T12:24:42.000Z,5500000,25600000,97500,Why did this just bird square up on me.. #MakeMomEpic #fyp #IFeelWeightless #foryou #like #follow #viral #bird #sunconure #fight,10,"{'label': 'negative', 'score': 0.7268499135971069}",1,0
299,162400,68,False,19,23400,2020-05-10T22:23:49.000Z,5500000,22500000,22600,Repost #family #adoption #love #fyp #fypage #foryou #foryourpage #bedroomcheck #musicmatters #itsaremix #momsoftiktok #missouri #like #tiktok #fy #mom,19,"{'label': 'neutral', 'score': 0.718773365020752}",3,0
300,1400000,658,False,139,132300,2021-05-01T17:33:59.000Z,25600000,212200000,171200,#outfishing_bc #TikTokGGT #fishing #sturgeon #sturgeonfishing #tiktok #fraserriver #bccanada #tiktokindia #riverfishing #fish #letsgo #tankz,9,"{'label': 'neutral', 'score': 0.8880962133407593}",0,0
301,3400000,79,False,73,407300,2021-09-29T00:27:17.000Z,22900000,145400000,1000000,✨Cat care routine✨#foryou #fyp #foryourpage #cat #catsoftiktok #catlover #cat #petlover #petoftiktok #bathcat #viral #tiktok #viralcat,36,"{'label': 'neutral', 'score': 0.6363182663917542}",1,0
302,13000000,179,True,629,181500,2021-08-08T03:07:01.000Z,21000000,231200000,259700,Which one is your favorite <3?#insecthaus #tiktok #animals,14,"{'label': 'neutral', 'score': 0.6598153710365295}",2,0
303,1900000,8,False,320,115600,2022-04-13T16:06:55.000Z,20800000,235000000,347500,I tuoi animali domestici sono obbedienti?#animale #pappagallo #tiktok #grazia,21,"{'label': 'neutral', 'score': 0.8608155846595764}",0,0
304,5100000,37,False,136,233600,2021-01-09T15:38:27.000Z,20000000,227100000,1300000,Wee #foryou #foryoupage #tiktok #wee #funny #dog #animals #4u #xyzbca #fypage #fail #fyp #viral,7,"{'label': 'positive', 'score': 0.5213491916656494}",1,0
305,8000000,69,True,147,214600,2020-09-05T23:27:18.000Z,19400000,169500000,433300,Our WHOLE Zoom class pranked our teacher  (she was so confused!!) #foryou #foryoupage #fyp #tiktok #viral #funny #trend #trending #funny #lol,14,"{'label': 'positive', 'score': 0.4746152460575104}",2,0
306,13200000,28,True,303,66000,2020-02-25T12:11:06.000Z,19300000,200600000,377700,Ara Woah  #woah  #woahchallenge  #foryou  #fyp  #meme  #이아라  #틱톡  #tiktok,17,"{'label': 'neutral', 'score': 0.6922502517700195}",0,0
307,11100000,103,True,61,215800,2021-05-14T19:09:45.000Z,17100000,132000000,298700,Bees swarming in the morning! #bees #truck #tiktok #animals #foryou #texas,59,"{'label': 'positive', 'score': 0.5188204050064087}",0,0
308,13200000,28,True,303,45700,2020-01-08T13:21:44.000Z,17000000,178300000,629300,Ara Woah #woah #woahchallenge #foryou #tiktok #poodle #dogchallenge #dog #trick #dogtrick #이아라 #킴미소,13,"{'label': 'neutral', 'score': 0.5737536549568176}",0,0
309,3300000,16,False,89,105100,2020-10-26T12:55:25.000Z,16700000,177500000,500000,minecraft_noon #minecraft #minecraftpe #minecraftbuilding #satisfying #build #house #foryou #pourtoi #tiktok #fyp #tendance #tiktok,30,"{'label': 'neutral', 'score': 0.5193812251091003}",2,0
310,1100000,12,False,1,131800,2021-07-16T02:39:16.000Z,16400000,215800000,504500,Did you find a lot of surprises?#goodthing#goodthings#sueful #tiktok #fypシ,58,"{'label': 'positive', 'score': 0.9788342118263245}",0,0
311,11100000,103,True,61,257500,2021-03-12T18:08:30.000Z,16000000,102300000,485700,Save the bees! #bees #tiktok #foryou #fyp #nature #love #animals #amazing,59,"{'label': 'positive', 'score': 0.9420906901359558}",0,0
312,7300000,99,True,425,86100,2022-04-02T17:23:13.000Z,15500000,243800000,281300,That HURT‼️ #virall #funny #prank #fyp #foryourpage #tiktok,11,"{'label': 'negative', 'score': 0.7424721717834473}",1,0
313,5100000,37,False,136,170600,2020-12-28T19:51:47.000Z,14700000,127700000,621700,Wee  #foryou #foryoupage #4u #tiktok #animals #xyzbca #fypage #funny #wee #dog #fyp #viral #fy,7,"{'label': 'neutral', 'score': 0.5659542679786682}",1,0
314,4000000,7,False,266,30600,2020-03-01T09:59:12.000Z,14200000,150700000,196700,#foryou #foryoupage #tiktok #viral #wow,21,"{'label': 'positive', 'score': 0.7923303842544556}",0,0
315,359400,63,False,54,178800,2020-05-23T03:30:48.000Z,13700000,76900000,673200,Netflix vs reality  #neverhaveiever #fyp #inyourface #viral #trend #tiktok #comedy,10,"{'label': 'neutral', 'score': 0.8516783118247986}",1,0
316,1900000,127,False,133,27300,2020-08-02T20:53:00.000Z,12800000,100500000,40800,it was fun while it lasted! Check out @sassybus on insta for more #byetiktok #fyp #tiktok #busconversion #vanbuild,21,"{'label': 'positive', 'score': 0.9595895409584045}",2,0
317,9800000,752,True,867,65700,2020-05-27T04:14:48.000Z,12200000,191400000,341900,he thought he broke my neck!  @holygxd74  #foryou #foryoupage #tiktok,16,"{'label': 'neutral', 'score': 0.4687079191207886}",0,0
318,495200,29,False,63,384800,2022-02-25T20:30:53.000Z,12100000,130100000,468800,Oldest woman in the world  #viral #viralvideos #tiktok,11,"{'label': 'neutral', 'score': 0.6309542059898376}",0,0
319,5600000,25,False,343,150700,2021-05-10T12:43:59.000Z,12000000,117700000,394000,#tiktok #whale,12,"{'label': 'neutral', 'score': 0.8571374416351318}",0,0
320,3200000,617,False,109,467000,2020-06-17T20:27:34.000Z,37200000,299500000,2800000,Repost  #catsoftiktok #viral #funny #cute #cutness #foryoupage,13,"{'label': 'positive', 'score': 0.8212862610816956}",0,0
321,14500000,50,False,465,401700,2021-03-18T15:05:42.000Z,28000000,279900000,1200000,Dinky the chipmunk can fit more into his mouth then you #fyp #wholesome #viral #dinky #chipmunk,15,"{'label': 'positive', 'score': 0.7622750997543335}",0,0
322,4200000,383,True,323,528800,2021-01-12T19:58:56.000Z,26100000,259300000,1200000,Wee!   #Wee #fyp #jump #jumping #viral #weememes #weeme @weeememes,8,"{'label': 'neutral', 'score': 0.5162293314933777}",3,0
323,46500000,263,True,1280,253100,2021-04-24T14:42:48.000Z,24900000,181200000,275300,@malek sameh 님과 #이어찍기 #추천 #fyp #viral #xyzbca #korean #おすすめ,11,"{'label': 'neutral', 'score': 0.8919487595558167}",0,0
324,7600000,147,False,1900,309500,2020-08-05T23:27:48.000Z,24900000,196100000,975900,every beat  #foryou #foryoupage #fyp #viral #GotMilkChallenge #TikTokRecipe,12,"{'label': 'neutral', 'score': 0.6795955896377563}",0,0
325,3400000,79,False,73,407300,2021-09-29T00:27:17.000Z,22900000,145400000,1000000,✨Cat care routine✨#foryou #fyp #foryourpage #cat #catsoftiktok #catlover #cat #petlover #petoftiktok #bathcat #viral #tiktok #viralcat,36,"{'label': 'neutral', 'score': 0.6363182663917542}",1,0
326,3700000,1725,False,366,187500,2022-03-06T12:19:17.000Z,22900000,121600000,194400,#fyp #foru #foryou #xyzbca #xyzcba #duet #stitch #viral #blowthisup #bass #basssinger #lukethevoice #seashanty,34,"{'label': 'neutral', 'score': 0.7618321180343628}",0,0
327,4200000,107,False,405,242900,2022-03-01T13:50:46.000Z,22500000,177600000,953900,On today’s episode of 17 kids and counting… #fyp #viral #babygoat #bottlefeeding,59,"{'label': 'neutral', 'score': 0.8394784331321716}",0,0
328,3600000,16,True,214,106000,2021-05-31T14:59:05.000Z,21700000,135300000,69600,@khaby.lame #art #drawing #cut #viral #global #eduwoes  Who is next?,44,"{'label': 'negative', 'score': 0.7703649401664734}",0,0
329,46500000,263,True,1280,262100,2021-03-11T14:41:32.000Z,21000000,170500000,303700,@a.k.a qdesw. 님과 #이어찍기 #추천 #fyp #viral #xyzbca #korean #おすすめ,13,"{'label': 'neutral', 'score': 0.8988394737243652}",0,0
330,46500000,263,True,1280,244100,2021-05-02T14:41:30.000Z,20100000,189900000,375600,@nameaana 님과 #이어찍기 #추천 #fyp #viral #xyzbca #korean #おすすめ,12,"{'label': 'neutral', 'score': 0.8993737101554871}",0,0
331,2400000,327,False,85,263100,2021-03-28T07:39:45.000Z,20100000,126000000,170400,"Answer to @annkemdubai11 , I finally made one for Spiderman. 21 hrs work. #thunderart #art #tomholland #viral #wow",17,"{'label': 'positive', 'score': 0.8695101737976074}",1,0
332,5100000,37,False,136,233600,2021-01-09T15:38:27.000Z,20000000,227100000,1300000,Wee #foryou #foryoupage #tiktok #wee #funny #dog #animals #4u #xyzbca #fypage #fail #fyp #viral,7,"{'label': 'positive', 'score': 0.5213491916656494}",1,0
333,5400000,1,False,322,308900,2021-05-12T12:55:38.000Z,20000000,354800000,379000,#viral #viral#foryou #foryou #foryoupage #kapsalonfreedomboxmeer,59,"{'label': 'neutral', 'score': 0.8392544984817505}",0,0
334,497400,583,False,2541,154800,2021-12-12T12:21:36.000Z,19500000,167400000,314100,#foryoupage #food #cooking #viral #sucuk #suçuk #keşfet,10,"{'label': 'neutral', 'score': 0.8695333003997803}",0,0
335,8000000,69,True,147,214600,2020-09-05T23:27:18.000Z,19400000,169500000,433300,Our WHOLE Zoom class pranked our teacher  (she was so confused!!) #foryou #foryoupage #fyp #tiktok #viral #funny #trend #trending #funny #lol,14,"{'label': 'positive', 'score': 0.4746152460575104}",2,0
336,3800000,371,True,238,100600,2019-11-19T09:31:40.000Z,18700000,165900000,368000,MAKE THIS MORE VIRAL THAN THE GIRL THAT UPLOADED ME AND DIDNT CREDIT @buiibeu  #foryou #foryoupage #fyp #dancemonkey #viral #inoxia #busker #singer,59,"{'label': 'negative', 'score': 0.6050809621810913}",1,0
337,2700000,100,False,304,256600,2021-05-30T20:31:04.000Z,18300000,204400000,543800,For my FOLLOWERS! # #candy #candydrawer #asmr #restock #refill #chocolate #krystleklear #fypシ #FYP #foryoupage #foryou #viral #kids #kidstiktok,54,"{'label': 'neutral', 'score': 0.543960690498352}",1,0
338,2700000,96,True,1116,391100,2021-02-11T04:09:25.000Z,16900000,140900000,508600,@whatsondubai #eliefeghaly7 #dubai #uae #visitdubai #amazing #ksa #russia #moscow #fyp #foryoupage #viral #abovetheclouds #italy #india #uk #usa #uae,14,"{'label': 'positive', 'score': 0.868728756904602}",2,0
339,10500000,0,False,31,115100,2021-08-13T03:06:47.000Z,16800000,252100000,204400,❌ no te aproximes a mis otros videos #viral #trend #new #foryou #fyp #foryoupage #tiktokviral #fypage #parati #fypシ #4you #4u #parati,18,"{'label': 'neutral', 'score': 0.8816161751747131}",0,0
340,1100000,381,False,161,136900,2021-11-17T03:30:39.000Z,22800000,141200000,486100,Cactus Choir performing Industry Baby with my little demonic  babies #dancingcactus❤️❤️❤️ #cactus #industrybaby @lilnasx @Jack Harlow #music,34,"{'label': 'positive', 'score': 0.910626232624054}",6,0
341,5800000,2775,True,670,100900,2019-03-01T04:48:20.000Z,11600000,149500000,1200000,Teaching Granny Meme Songs  #foryou #comedy #dametucosita #fox #gmoney #music #meme #lol,13,"{'label': 'neutral', 'score': 0.6081758141517639}",1,0
342,6900000,0,False,393,573100,2021-04-16T20:08:22.000Z,11000000,74300000,52700,#foryoupage #react #music #fyp,34,"{'label': 'neutral', 'score': 0.8882231116294861}",1,0
343,16000000,1945,True,1176,63800,2020-03-04T20:36:49.000Z,10000000,68800000,104400,SINGING WITH @jamescharles  (How did we do?) #singing #fyp #tiktok #music #beatboxchallenge,19,"{'label': 'neutral', 'score': 0.6831153035163879}",2,0
344,19500000,115,True,363,26100,2019-12-23T13:21:51.000Z,9600000,76300000,104400,Chillin in Doha  1 or 2 ? #qatarfoundation #jordikoalitic #photo #creative #4u #tiktok #funny #easy #tricks #music,11,"{'label': 'neutral', 'score': 0.5765053033828735}",1,0
345,21200000,34,True,790,56200,2021-08-12T13:58:45.000Z,9500000,143000000,154100,Getting caught #mercuri_88 #littlebrother #mom #foryou #foryoupage #beggin #pov #trend #comedy #funny #humor #xyzbca #perte #music #fy #4u #fyp #fypシ,8,"{'label': 'neutral', 'score': 0.6654438376426697}",1,0
346,69100000,60,True,343,26300,2020-03-13T13:18:11.000Z,9300000,61300000,92600,Makeup Artist or Magician? @selenagomez #magic #music,14,"{'label': 'neutral', 'score': 0.7672559022903442}",1,0
347,1400000,225,False,485,18000,2021-08-05T16:57:31.000Z,9100000,35800000,51100,You know I had to do it  @violin.tiktok #oboe #violin #music #musician #fyp ib:@twosetviolin,8,"{'label': 'positive', 'score': 0.6284920573234558}",2,0
348,534700,57,False,147,29500,2021-06-26T09:14:10.000Z,8600000,59000000,237400,Tory Lanez  #WorkThisWay #fyp #foryou #viral #trending #edit #celebrity #music #freestyle #torylanez,21,"{'label': 'neutral', 'score': 0.7233582139015198}",1,0
349,16000000,1945,True,1176,62500,2020-03-11T00:19:27.000Z,8300000,55800000,59100,Aren’t we cute? ☺️ @addisonre (Tag your partner in crime) #fyp #singing #dance #tiktok #music #foryou,11,"{'label': 'positive', 'score': 0.9442169070243835}",3,0
350,12900000,71,True,552,12400,2020-02-20T11:52:28.000Z,8200000,57400000,16800,Hearts #fanart #foryou #music #billieeilish #song #fyp #art #billieeilishfans #зурхоккей #hcsalavat #singlelife #рольвтикток #СберЛюбимка,15,"{'label': 'positive', 'score': 0.7708770036697388}",1,0
351,1600000,66,True,62,60900,2020-12-27T10:54:31.000Z,8100000,51800000,278800,Secret life of pets  #music #funny #foryou,30,"{'label': 'positive', 'score': 0.6786625385284424}",1,0
352,1800000,35,False,507,22800,2021-05-29T22:19:28.000Z,7900000,40000000,17600,Her voice is angelic  #fyp #foryoupage #InTheHeightsChallenge #HoldMyMilk #music #foryou,21,"{'label': 'positive', 'score': 0.9285309910774231}",1,0
353,16000000,1945,True,1176,20500,2020-02-17T22:46:53.000Z,7800000,61200000,21900,HE DESTROYED MY PHONE  @topperguild #fyp #foryou #singing #tiktok #music,10,"{'label': 'negative', 'score': 0.565214991569519}",1,0
354,3400000,350,True,230,59400,2021-05-24T23:08:44.000Z,7500000,44400000,149800,Reply to @ur.emothot thank y’all so much for 800k it’s unbelievable I LOVE YALL SO MUCH #singing #cover #music,20,"{'label': 'positive', 'score': 0.9872323274612427}",1,0
355,273000,97,False,36,17000,2021-11-08T01:00:27.000Z,7200000,50100000,77600,Làm lại chiếc vid triệu view của Nữ Hoàng Ava Max  #avamax #music #lyrics #fyp #xuhuong,36,"{'label': 'neutral', 'score': 0.9323461055755615}",1,0
356,242400,186,False,34,133000,2021-01-31T17:38:09.000Z,7200000,47900000,229700,#collage avec @seresto_dad #fyp #pourtoi #vegan #veganteacher #foryou #foryoupage #fürdich #piano #music #steak #hummustrend,9,"{'label': 'neutral', 'score': 0.8757374882698059}",3,0
357,55000000,8858,True,1310,20700,2019-10-14T01:52:50.000Z,7100000,46300000,159500,Beat challenge w/ @taylorfeltmusic  #beatbox #music #foryou,30,"{'label': 'neutral', 'score': 0.6819053292274475}",2,0
358,1100000,43,False,353,143900,2021-02-19T17:00:55.000Z,6900000,45000000,299400,Algo más q añadir ? #music #i #arte #musica #art #fyp,37,"{'label': 'neutral', 'score': 0.9285994172096252}",2,0
359,19500000,115,True,363,10100,2019-12-12T12:42:44.000Z,6900000,56300000,136900,Best of the year vol.2  BEST PICTURE ? #jordikoalitic #music #viralvideo #funny #viral #tiktoklover #4u #foryou #tiktok #magic,26,"{'label': 'positive', 'score': 0.9618683457374573}",1,0
360,4900000,2277,True,334,66900,2022-05-09T22:28:09.000Z,11100000,62000000,80200,Man I know y’all proud of me with this ⚡️#fyp#foryoupage#fypage#2022#blessed#trending#zenitsu#demonslayer#wtf#awesome#cool#viral#wtf#happy#yes#blowup#fypageシ#pov#duet#yes#thankyou#loveyou#cosplay#workout#motivation,14,"{'label': 'positive', 'score': 0.9876636862754822}",1,0
361,503000,0,False,84,59700,2021-12-14T13:43:51.000Z,9900000,50800000,78200,#happy #wholesome #kitten,25,"{'label': 'positive', 'score': 0.9718958735466003}",0,0
